descrição;data;lançamento;ag./origem;valor (R$);valor_convertido_saida (R$);valor_convertido_entrada (R$);REF;dt_pagto_bq;dt_custo_bq
compras;18/11/2020;ELECTRONM A KOCH LA;9212;-40;40;0;01/11/2020;2020-11-01;2020-11-18
boleto;18/11/2020;ELECTRONPARK NOW ES;9212;-5;5;0;01/11/2020;2020-11-01;2020-11-18
boleto;18/11/2020;ELECTRONSANTO GOLE;9212;-3,5;3.5;0;01/11/2020;2020-11-01;2020-11-18
mercado;18/11/2020;ELECTRONTRIMAIS SUP;9212;-10,98;10.98;0;01/11/2020;2020-11-01;2020-11-18
mercado;18/11/2020;ELECTRONTRIMAIS SUP;9212;-31,16;31.16;0;01/11/2020;2020-11-01;2020-11-18
saldo;18/11/2020;SDO CTA/APL AUTOMATICAS;;418,99;0;0;01/11/2020;2020-11-01;2020-11-18
mercado;19/11/2020;ELECTRONTRIMAIS SUP;9212;-14,31;14.31;0;01/11/2020;2020-11-01;2020-11-19
entrada;19/11/2020;TED 340.0000SAMUEL JOSE;;200;0;200;01/11/2020;2020-11-01;2020-11-19
saldo;19/11/2020;SDO CTA/APL AUTOMATICAS;;604,68;0;0;01/11/2020;2020-11-01;2020-11-19
deposito;20/11/2020;TBI 0747.56106-6     C/C;4175;-30;30;0;01/11/2020;2020-11-01;2020-11-20
saldo;20/11/2020;SDO CTA/APL AUTOMATICAS;;574,68;0;0;01/11/2020;2020-11-01;2020-11-20
agua;23/11/2020;ELECTRONBD;9212;-10;10;0;01/11/2020;2020-11-01;2020-11-23
saldo;23/11/2020;SDO CTA/APL AUTOMATICAS;;564,68;0;0;01/11/2020;2020-11-01;2020-11-23
mercado;24/11/2020;ELECTRONTRIMAIS SUP;9212;-38,21;38.21;0;01/11/2020;2020-11-01;2020-11-24
deposito;24/11/2020;TBI 0747.56106-6     C/C;4175;30;0;30;01/11/2020;2020-11-01;2020-11-24
saldo;24/11/2020;SDO CTA/APL AUTOMATICAS;;556,47;0;0;01/11/2020;2020-11-01;2020-11-24
boleto;25/11/2020;INT  PAG TIT BANCO 237;4175;-198,13;198.13;0;01/11/2020;2020-11-01;2020-11-25
boleto;25/11/2020;INT NEXTEL 9299999693841;4175;-60,23;60.23;0;01/11/2020;2020-11-01;2020-11-25
compras;25/11/2020;ELECTRONARLINDO VAL;9212;-10;10;0;01/11/2020;2020-11-01;2020-11-25
compras;25/11/2020;ELECTRONJOHNNYS 535;9212;-10;10;0;01/11/2020;2020-11-01;2020-11-25
alimentação;25/11/2020;ELECTRONMC DONALDS;9212;-8,9;8.9;0;01/11/2020;2020-11-01;2020-11-25
alimentação;25/11/2020;ELECTRONMERCPAGO;9212;-11;11;0;01/11/2020;2020-11-01;2020-11-25
alimentação;25/11/2020;ELECTRONMERCPAGO;9212;-33;33;0;01/11/2020;2020-11-01;2020-11-25
compras;25/11/2020;ELECTRONPAG*CaioVin;9212;-20;20;0;01/11/2020;2020-11-01;2020-11-25
compras;25/11/2020;ELECTRONPLAYLAND -;9212;-23;23;0;01/11/2020;2020-11-01;2020-11-25
compras;25/11/2020;ELECTRONSANTANA DRI;9212;-30;30;0;01/11/2020;2020-11-01;2020-11-25
saldo;25/11/2020;SDO CTA/APL AUTOMATICAS;;152,21;0;0;01/11/2020;2020-11-01;2020-11-25
compras;26/11/2020;ELECTRONCANDYMELL;9212;-3,5;3.5;0;01/11/2020;2020-11-01;2020-11-26
transferencia;26/11/2020;PIX TRANSF  FRANCIS26/11;9120;-20;20;0;01/11/2020;2020-11-01;2020-11-26
transferencia;26/11/2020;PIX TRANSF  FRANCIS26/11;9130;-20;20;0;01/11/2020;2020-11-01;2020-11-26
estorno;26/11/2020;EST PIX TF  FRANCISCO;9129;20;0;20;01/11/2020;2020-11-01;2020-11-26
estorno;26/11/2020;EST PIX TF  FRANCISCO;9132;20;0;20;01/11/2020;2020-11-01;2020-11-26
saldo;26/11/2020;SDO CTA/APL AUTOMATICAS;;148,71;0;0;01/11/2020;2020-11-01;2020-11-26
transferencia;27/11/2020;TBI 0745.13546-7     C/C;4175;-20;20;0;01/11/2020;2020-11-01;2020-11-27
agua;27/11/2020;ELECTRONBD;9212;-12;12;0;01/11/2020;2020-11-01;2020-11-27
mercado;27/11/2020;ELECTRONTRIMAIS SUP;9212;-71,42;71.42;0;01/11/2020;2020-11-01;2020-11-27
entrada;27/11/2020;BO  PROMOCAO PIX CADAST;;5;0;5;01/11/2020;2020-11-01;2020-11-27
saldo;27/11/2020;SDO CTA/APL AUTOMATICAS;;50,29;0;0;01/11/2020;2020-11-01;2020-11-27
saque;30/11/2020;SAQUE 24H 15720220 29/11;5086;-100;100;0;01/11/2020;2020-11-01;2020-11-30
poupança;30/11/2020;TBI 9293.22915-0/500;4175;-1000;1000;0;01/11/2020;2020-11-01;2020-11-30
alimentação;30/11/2020;ELECTRONAUTO POSTO;9212;-11,9;11.9;0;01/11/2020;2020-11-01;2020-11-30
alimentação;30/11/2020;ELECTRONHABIB S;9212;-46,4;46.4;0;01/11/2020;2020-11-01;2020-11-30
compras;30/11/2020;ELECTRONLOJAS AMERI;9212;-21,94;21.94;0;01/11/2020;2020-11-01;2020-11-30
frango;30/11/2020;ELECTRONPAG*Frigott;9212;-50;50;0;01/11/2020;2020-11-01;2020-11-30
estacionamento;30/11/2020;ELECTRONPARK PLACE;9212;-9;9;0;01/11/2020;2020-11-01;2020-11-30
seminario;30/11/2020;INT TED  207161;4175;-170;170;0;01/11/2020;2020-11-01;2020-11-30
oferta igreja;30/11/2020;INT TED  280351;4175;-500;500;0;01/11/2020;2020-11-01;2020-11-30
salario;30/11/2020;TED 237.2846ANDRE N BARB;;3075,09;0;3075,09;01/11/2020;2020-11-01;2020-11-30
saldo;30/11/2020;SDO CTA/APL AUTOMATICAS;;1216,14;0;0;01/11/2020;2020-11-01;2020-11-30
saldo;30/11/2020;SALDO DO DIA;;10;0;0;01/11/2020;2020-11-01;2020-11-30
saldo;30/11/2020;SALDO ANTERIOR;;1216,14;0;0;01/12/2020;2020-12-01;2020-11-30
saldo;01/12/2020;SDO CTA/APL AUTOMATICAS;;1216,14;0;0;01/12/2020;2020-12-01;2020-12-01
banco;02/12/2020;TAR PACOTE ITAU   NOV/20;9293;-79,5;79.5;0;01/12/2020;2020-12-01;2020-12-02
saldo;02/12/2020;SDO CTA/APL AUTOMATICAS;;1136,64;0;0;01/12/2020;2020-12-01;2020-12-02
saque;03/12/2020;CXE     000117 SAQUE;3036;-20;20;0;01/12/2020;2020-12-01;2020-12-03
alimentação;03/12/2020;ELECTRONFCIA PAGUE;9212;-5,99;5.99;0;01/12/2020;2020-12-01;2020-12-03
reembolso;03/12/2020;TED 237.0001BRADESCO SAU;;261;0;261;01/12/2020;2020-12-01;2020-12-03
saldo;03/12/2020;SDO CTA/APL AUTOMATICAS;;1371,65;0;0;01/12/2020;2020-12-01;2020-12-03
cabeleireiro;04/12/2020;ELECTRONSANDROHAIR;9212;-25;25;0;01/12/2020;2020-12-01;2020-12-04
saldo;04/12/2020;SDO CTA/APL AUTOMATICAS;;1346,65;0;0;01/12/2020;2020-12-01;2020-12-04
saque;07/12/2020;SAQUE 24H 03668290 05/12;5086;-400;400;0;01/12/2020;2020-12-01;2020-12-07
salario;07/12/2020;SAQUE 24H 18334508 06/12;5086;-100;100;0;01/12/2020;2020-12-01;2020-12-07
apadrinhamento;07/12/2020;ELECTRONABDOU LAHAT;9212;-90;90;0;01/12/2020;2020-12-01;2020-12-07
padaria;07/12/2020;ELECTRONARIZONA PAE;9212;-3,76;3.76;0;01/12/2020;2020-12-01;2020-12-07
apadrinhamento;07/12/2020;ELECTRONDONAJU;9212;-110;110;0;01/12/2020;2020-12-01;2020-12-07
apadrinhamento;07/12/2020;ELECTRONMUNDIAL LJ;9212;-59,99;59.99;0;01/12/2020;2020-12-01;2020-12-07
frango;07/12/2020;ELECTRONPAG*Frigott;9212;-50;50;0;01/12/2020;2020-12-01;2020-12-07
mercado;07/12/2020;ELECTRONTRIMAIS SUP;9212;-6,87;6.87;0;01/12/2020;2020-12-01;2020-12-07
apadrinhamento;07/12/2020;ELECTRONVITORIA BAB;9212;-81;81;0;01/12/2020;2020-12-01;2020-12-07
saldo;07/12/2020;SDO CTA/APL AUTOMATICAS;;445,03;0;0;01/12/2020;2020-12-01;2020-12-07
saldo;08/12/2020;SDO CTA/APL AUTOMATICAS;;445,03;0;0;01/12/2020;2020-12-01;2020-12-08
lavanderia;09/12/2020;ELECTRONLAVANDERIA;9212;-88;88;0;01/12/2020;2020-12-01;2020-12-09
creche;09/12/2020;INT TED  491869;4175;-422;422;0;01/12/2020;2020-12-01;2020-12-09
saldo;09/12/2020;SALDO DO DIA;;-64,97;0;0;01/12/2020;2020-12-01;2020-12-09
boleto;10/12/2020;INT PAG TIT 109032617590;4175;-567,76;567.76;0;01/12/2020;2020-12-01;2020-12-10
reembolso;10/12/2020;TBI 2959.24196-5;9136;-261;261;0;01/12/2020;2020-12-01;2020-12-10
celular;10/12/2020;INT NEXTEL 9199999691464;4175;-51;51;0;01/12/2020;2020-12-01;2020-12-10
celular;10/12/2020;INT NEXTEL 9399999691464;4175;-85;85;0;01/12/2020;2020-12-01;2020-12-10
banco;10/12/2020;SEGURO CARTAO;9293;-6,61;6.61;0;01/12/2020;2020-12-01;2020-12-10
saldo;10/12/2020;SALDO DO DIA;;-1036,34;0;0;01/12/2020;2020-12-01;2020-12-10
doação;11/12/2020;DEB AUTOR UNICEF;9293;-75;75;0;01/12/2020;2020-12-01;2020-12-11
saldo;11/12/2020;SALDO DO DIA;;-1111,34;0;0;01/12/2020;2020-12-01;2020-12-11
compras;14/12/2020;SAQUE 24H 12883500 13/12;5086;-100;100;0;01/12/2020;2020-12-01;2020-12-14
mercado;14/12/2020;ELECTRONBD;9212;-10;10;0;01/12/2020;2020-12-01;2020-12-14
agua;14/12/2020;ELECTRONFURACAO DA;9212;-11;11;0;01/12/2020;2020-12-01;2020-12-14
salario;14/12/2020;ELECTRONOURINHOS SU;9212;-25,42;25.42;0;01/12/2020;2020-12-01;2020-12-14
frango;14/12/2020;ELECTRONPAG*Frigott;9212;-50;50;0;01/12/2020;2020-12-01;2020-12-14
mercado;14/12/2020;ELECTRONSONDA JACAN;9212;-76,77;76.77;0;01/12/2020;2020-12-01;2020-12-14
saldo;14/12/2020;SALDO DO DIA;;-1384,53;0;0;01/12/2020;2020-12-01;2020-12-14
transferencia(presente);15/12/2020;TBI 0746.65425-0CREC;4175;-30;30;0;01/12/2020;2020-12-01;2020-12-15
mercado;15/12/2020;ELECTRONTRIMAIS SUP;9212;-17,19;17.19;0;01/12/2020;2020-12-01;2020-12-15
cartão credito;15/12/2020;INT ITAUCARD;4175;-5558,24;5558.24;0;01/12/2020;2020-12-01;2020-12-15
resgate;15/12/2020;TBI 9293.22915-0/500;4175;3148,16;0;3148,16;01/12/2020;2020-12-01;2020-12-15
salario;15/12/2020;TED 237.2846ANDRE N BARB;;4390;0;4390;01/12/2020;2020-12-01;2020-12-15
saldo;15/12/2020;SDO CTA/APL AUTOMATICAS;;548,2;0;0;01/12/2020;2020-12-01;2020-12-15
transferencia(cufa);16/12/2020;INT TED  2b3f06e0;9028;-130;130;0;01/12/2020;2020-12-01;2020-12-16
saldo;16/12/2020;SDO CTA/APL AUTOMATICAS;;418,2;0;0;01/12/2020;2020-12-01;2020-12-16
agua;17/12/2020;ELECTRONBD;9212;-10;10;0;01/12/2020;2020-12-01;2020-12-17
farmacia;17/12/2020;ELECTRONDROG SAO PA;9212;-21,58;21.58;0;01/12/2020;2020-12-01;2020-12-17
saldo;17/12/2020;SDO CTA/APL AUTOMATICAS;;386,62;0;0;01/12/2020;2020-12-01;2020-12-17
poupança;18/12/2020;TBI 9293.22915-0/500;4175;-7000;7000;0;01/12/2020;2020-12-01;2020-12-18
mercado;18/12/2020;ELECTRONTRIMAIS SUP;9212;-10,8;10.8;0;01/12/2020;2020-12-01;2020-12-18
transferencia(creche);18/12/2020;INT TED  ad435a8c;9125;-48;48;0;01/12/2020;2020-12-01;2020-12-18
salario;18/12/2020;TED 237.2846ANDRE N BARB;;9490;0;9490;01/12/2020;2020-12-01;2020-12-18
saldo;18/12/2020;SDO CTA/APL AUTOMATICAS;;2817,82;0;0;01/12/2020;2020-12-01;2020-12-18
boleto(roupa);21/12/2020;INT  PAG TIT BANCO 237;4175;-100,8;100.8;0;01/12/2020;2020-12-01;2020-12-21
saque;21/12/2020;SAQUE 24H 16554123 20/12;5086;-100;100;0;01/12/2020;2020-12-01;2020-12-21
transferencia(ceia de natal);21/12/2020;TBI 7129.17425-1;9779;-150;150;0;01/12/2020;2020-12-01;2020-12-21
agua;21/12/2020;ELECTRONBD;9212;-10;10;0;01/12/2020;2020-12-01;2020-12-21
frango;21/12/2020;ELECTRONPAG*Frigott;9212;-75;75;0;01/12/2020;2020-12-01;2020-12-21
feira;21/12/2020;ELECTRONPAG*SrDaMan;9212;-24;24;0;01/12/2020;2020-12-01;2020-12-21
saldo;21/12/2020;SDO CTA/APL AUTOMATICAS;;2358,02;0;0;01/12/2020;2020-12-01;2020-12-21
saque;22/12/2020;CXE     000307 SAQUE;728;-200;200;0;01/12/2020;2020-12-01;2020-12-22
presente;22/12/2020;ELECTRONA R CONFECC;9212;-150;150;0;01/12/2020;2020-12-01;2020-12-22
presente;22/12/2020;ELECTRONFENIX INDUS;9212;-55;55;0;01/12/2020;2020-12-01;2020-12-22
presente;22/12/2020;ELECTRONGATA TOP;9212;-40;40;0;01/12/2020;2020-12-01;2020-12-22
presente;22/12/2020;ELECTRONLinxPay*AUT;9212;-35,7;35.7;0;01/12/2020;2020-12-01;2020-12-22
presente;22/12/2020;ELECTRONMERCPAGO;9212;-48;48;0;01/12/2020;2020-12-01;2020-12-22
presente;22/12/2020;ELECTRONPAG*AirtonA;9212;-30;30;0;01/12/2020;2020-12-01;2020-12-22
presente;22/12/2020;ELECTRONPAG*ANDERSO;9212;-100;100;0;01/12/2020;2020-12-01;2020-12-22
presente;22/12/2020;ELECTRONPAG*Crispin;9212;-125;125;0;01/12/2020;2020-12-01;2020-12-22
presente;22/12/2020;ELECTRONPAG*Eduardo;9212;-10;10;0;01/12/2020;2020-12-01;2020-12-22
presente;22/12/2020;ELECTRONWF SPORTS;9212;-80;80;0;01/12/2020;2020-12-01;2020-12-22
presente;22/12/2020;ELECTRONWF SPORTS;9212;-20;20;0;01/12/2020;2020-12-01;2020-12-22
saldo;22/12/2020;SDO CTA/APL AUTOMATICAS;;1464,32;0;0;01/12/2020;2020-12-01;2020-12-22
transferencia(bio);23/12/2020;DOC INT 715961 BIO;4175;-35;35;0;01/12/2020;2020-12-01;2020-12-23
cabeleireiro;23/12/2020;ELECTRONSANDROHAIR;9212;-30;30;0;01/12/2020;2020-12-01;2020-12-23
saldo;23/12/2020;SDO CTA/APL AUTOMATICAS;;1399,32;0;0;01/12/2020;2020-12-01;2020-12-23
saque;24/12/2020;SAQUE 24H 02727261;5086;-50;50;0;01/12/2020;2020-12-01;2020-12-24
compras;24/12/2020;ELECTRONANDRE HIDEK;9212;-7;7;0;01/12/2020;2020-12-01;2020-12-24
compras;24/12/2020;ELECTRONPAG*BarDoMa;9212;-5;5;0;01/12/2020;2020-12-01;2020-12-24
compras;24/12/2020;ELECTRONPAG*Marcelo;9212;-5;5;0;01/12/2020;2020-12-01;2020-12-24
mercado;24/12/2020;ELECTRONTRIMAIS SUP;9212;-35,04;35.04;0;01/12/2020;2020-12-01;2020-12-24
saldo;24/12/2020;SDO CTA/APL AUTOMATICAS;;1297,28;0;0;01/12/2020;2020-12-01;2020-12-24
saldo;28/12/2020;SDO CTA/APL AUTOMATICAS;;1297,28;0;0;01/12/2020;2020-12-01;2020-12-28
passaporte;29/12/2020;INT  PAG TIT BANCO 001;4175;-257,25;257.25;0;01/12/2020;2020-12-01;2020-12-29
seminario;29/12/2020;INT TED  297949;4175;-170;170;0;01/12/2020;2020-12-01;2020-12-29
advogado;29/12/2020;INT TED  298568;4175;-500;500;0;01/12/2020;2020-12-01;2020-12-29
saldo;29/12/2020;SDO CTA/APL AUTOMATICAS;;370,03;0;0;01/12/2020;2020-12-01;2020-12-29
cabeleireiro;30/12/2020;ELECTRONSANDROHAIR;9212;-10;10;0;01/12/2020;2020-12-01;2020-12-30
saldo;30/12/2020;SDO CTA/APL AUTOMATICAS;;360,03;0;0;01/12/2020;2020-12-01;2020-12-30
saque;31/12/2020;SAQUE 24H 03724580;5086;-100;100;0;01/12/2020;2020-12-01;2020-12-31
dizimo;31/12/2020;ELECTRONIMW 3 R VIL;9212;-1477,7;1477.7;0;01/12/2020;2020-12-01;2020-12-31
padaria;31/12/2020;ELECTRONPAD CONF JD;9212;-15,8;15.8;0;01/12/2020;2020-12-01;2020-12-31
saldo;31/12/2020;SALDO DO DIA;;-1233,47;0;0;01/12/2020;2020-12-01;2020-12-31
seguro;21/12/2020;SEGURO AUTO;;-197,75;197.75;0;01/12/2020;2020-12-01;2020-12-21
